Wall time,Step,Value
1585070040.1857302,5670,0.029609940946102142
1585071271.0659466,12042,0.3335603177547455
1585071907.4591782,12094,0.13600538671016693
1585072499.2760255,12095,0.1344464272260666
1585073111.7021456,12181,0.2009005844593048
1585073761.0106285,12182,0.1639428436756134
1585074363.0986505,12183,0.14626018702983856
1585077610.4300933,17760,0.45823487639427185
1585078255.2693524,17761,0.4575657546520233
1585078899.1205473,17762,0.45198071002960205
1585079550.9049077,17763,0.4462182819843292
1585080202.369267,17764,0.4358079433441162
1585080854.663771,17765,0.43494534492492676
1585081508.1206412,17766,0.4385320246219635
1585083503.0700946,23489,0.5900053381919861
1585084182.9913068,23490,0.5865101218223572
1585084905.3935468,23491,0.5835215449333191
1585085625.332324,23492,0.5908187031745911
1585086310.3753057,23493,0.598484992980957
1585087041.4868872,23494,0.6031105518341064
1585087757.6932266,23495,0.6053433418273926
1585089964.96195,29164,0.6044312715530396
1585090704.7364547,29165,0.6008046269416809
1585091407.2796717,29166,0.6013099551200867
1585092147.6796854,29167,0.6003092527389526
1585092844.320436,29168,0.6078285574913025
1585095379.0936027,34905,0.62075275182724
1585096113.7867706,34906,0.6092959046363831
1585096855.5654204,34907,0.6055158376693726
1585097577.3074427,34908,0.6175900101661682
1585098294.7991166,34909,0.6341596245765686
1585099014.7488778,34910,0.6491891145706177
1585099751.570774,34911,0.6585742831230164
1585100511.1617312,34912,0.6683861017227173
1585101240.775279,34913,0.6698032021522522
1585136230.7125735,40623,0.6550979018211365
1585136951.9055898,40624,0.6508989334106445
1585137698.3728514,40625,0.6464411616325378
1585138420.0743241,40626,0.6417859792709351
1585139146.096989,40627,0.6359493732452393
1585141241.4516294,46169,0.7631860971450806
1585142123.537077,46170,0.7484236359596252
1585142953.534896,46171,0.7472826242446899
1585143803.1750476,46172,0.7605286836624146
1585146398.4769742,51824,0.8022502064704895
1585147288.8596094,51825,0.7982522249221802
1585148143.893145,51826,0.8016418814659119
1585149022.0298204,51827,0.8018161654472351
1585149854.3454804,51828,0.802418053150177
1585150687.1057675,51829,0.8073590993881226
1585151523.7323604,51830,0.8080132007598877
1585154064.736893,57530,0.8008230924606323
1585154879.4394257,57531,0.8017069697380066
1585155729.299908,57532,0.8086605668067932
1585156550.4963236,57533,0.8117930293083191
1585157397.0947115,57534,0.8142734169960022
1585158258.4201865,57535,0.8157200217247009
1585163834.561714,59671,0.8709931969642639
1585164677.113348,59672,0.8716761469841003
1585165512.047012,59673,0.8728322386741638
1585166369.5637367,59674,0.8736464381217957
1585167203.2337945,59675,0.8752796053886414
1585168038.7694397,59676,0.8755896091461182
1585168906.9282384,59677,0.8712243437767029
1585354416.2489507,61309,0.8647782206535339
1585355284.464663,61310,0.867216944694519
1585356131.2175395,61311,0.8671854734420776
1585356971.7522967,61312,0.8649616837501526
1585357784.5323496,61313,0.863365113735199
1585358602.7734349,61314,0.8652223348617554
1585359441.4401839,61315,0.8710592985153198
1585360309.844317,61316,0.8717318177223206
1585361150.8039045,61317,0.8695303201675415
1585361959.9632072,61318,0.8714976906776428
1585400807.5889301,62806,0.8693245053291321
1585402392.5291412,64160,0.8654163479804993
1585403217.0621867,64161,0.8677731156349182
1585404063.0229342,64162,0.8706069588661194
1585426440.0263078,67381,0.8653231859207153
1585427324.9202669,67382,0.8682730793952942
1585429731.5210416,68996,0.8658876419067383
1585430663.4842734,68997,0.8667770028114319
1585431575.8716738,68998,0.866439700126648
1585433981.7932947,70624,0.8625363111495972
1585434897.025024,70625,0.8634614944458008
1585435781.363414,70626,0.8654686808586121
1585436704.3317885,70627,0.8676175475120544
