Wall time,Step,Value
1585070040.1857302,5670,0.02176051214337349
1585071271.0659466,12042,0.3103368282318115
1585071907.4591782,12094,0.12811075150966644
1585072499.2760255,12095,0.12694773077964783
1585073111.7021456,12181,0.19354939460754395
1585073761.0106285,12182,0.15653195977210999
1585074363.0986505,12183,0.1379515379667282
1585077610.4300933,17760,0.4468294084072113
1585078255.2693524,17761,0.4467043876647949
1585078899.1205473,17762,0.44134336709976196
1585079550.9049077,17763,0.43564102053642273
1585080202.369267,17764,0.42533883452415466
1585080854.663771,17765,0.424746572971344
1585081508.1206412,17766,0.42988821864128113
1585083503.0700946,23489,0.5757924318313599
1585084182.9913068,23490,0.5726439952850342
1585084905.3935468,23491,0.5686816573143005
1585085625.332324,23492,0.5764926671981812
1585086310.3753057,23493,0.5847823619842529
1585087041.4868872,23494,0.5907191038131714
1585087757.6932266,23495,0.593945324420929
1585089964.96195,29164,0.600261926651001
1585090704.7364547,29165,0.596125602722168
1585091407.2796717,29166,0.5962162017822266
1585092147.6796854,29167,0.5938776731491089
1585092844.320436,29168,0.6014350652694702
1585095379.0936027,34905,0.6105092763900757
1585096113.7867706,34906,0.5993422865867615
1585096855.5654204,34907,0.5962724089622498
1585097577.3074427,34908,0.6090821027755737
1585098294.7991166,34909,0.6258434653282166
1585099014.7488778,34910,0.6400415897369385
1585099751.570774,34911,0.6485454440116882
1585100511.1617312,34912,0.6588553190231323
1585101240.775279,34913,0.6610501408576965
1585136230.7125735,40623,0.6492624282836914
1585136951.9055898,40624,0.6447243690490723
1585137698.3728514,40625,0.6405856013298035
1585138420.0743241,40626,0.6359460353851318
1585139146.096989,40627,0.6298671960830688
1585141241.4516294,46169,0.7562788128852844
1585142123.537077,46170,0.7394449710845947
1585142953.534896,46171,0.7382882237434387
1585143803.1750476,46172,0.7538796067237854
1585146398.4769742,51824,0.802057683467865
1585147288.8596094,51825,0.7977777123451233
1585148143.893145,51826,0.8023092150688171
1585149022.0298204,51827,0.8032239675521851
1585149854.3454804,51828,0.8035032749176025
1585150687.1057675,51829,0.8088052868843079
1585151523.7323604,51830,0.8090196847915649
1585154064.736893,57530,0.8071726560592651
1585154879.4394257,57531,0.8066126704216003
1585155729.299908,57532,0.8114469051361084
1585156550.4963236,57533,0.8118457198143005
1585157397.0947115,57534,0.8126568794250488
1585158258.4201865,57535,0.8137454390525818
1585163834.561714,59671,0.8698375821113586
1585164677.113348,59672,0.8705472946166992
1585165512.047012,59673,0.8715787529945374
1585166369.5637367,59674,0.8722234964370728
1585167203.2337945,59675,0.8737818598747253
1585168038.7694397,59676,0.8738600611686707
1585168906.9282384,59677,0.8687231540679932
